VF Loss,V Predictions Min,Number of env steps total,Number of train steps total,QF Loss,Epoch Time (s),Log Pis Mean,Sample Time (s),Total Train Time (s),Policy Loss,Q Predictions Mean,AverageTrainReturn_all_train_tasks,V Predictions Std,Log Pis Min,Log Pis Max,Q Predictions Std,KL Divergence,V Predictions Max,Policy log std Std,Q Predictions Min,Z mean train,Policy mu Max,Policy log std Min,Epoch,Log Pis Std,V Predictions Mean,Z variance train,Policy mu Mean,Z mean eval,Q Predictions Max,(Previous) Eval Time (s),AverageReturn_all_train_tasks,Policy log std Mean,Policy mu Min,Train Time (s),Z variance eval,Policy mu Std,Policy log std Max,Number of rollouts total,AverageReturn_all_test_tasks,KL Loss
49.148,-1245.72,1106000,109000,142.18,120.50014572500004,2.71462,11.904358121999394,13089.986029773108,266.894,-293.894,11.4312839015,201.545,-6.87402,8.26354,224.766,281.92437744140625,-50.862,0.195085,-1320.24,1.28013,2.83221,-1.35497,108,2.3447,-268.327,0.0205605,0.143276,3.41601,-50.706,3.460237863000657,0.287465845264,-0.754304,-3.10731,105.13554973999999,1.70584,1.76247,-0.296145,0,0.543146984544,281.92437744140625
45.416,-1462.01,1116000,110000,106.703,120.40977759599991,2.58806,11.87327895800081,13210.394386732109,242.68,-265.613,11.9651682101,218.422,-14.9153,7.75567,243.832,262.39263916015625,-44.8001,0.19402,-1523.58,0.483731,3.146,-1.39255,109,2.31139,-244.771,0.00704538,0.473256,3.03962,-46.1065,3.4598227030001,0.691010454269,-0.74981,-2.85222,105.076675934999,2.97718,1.66798,-0.28313,0,0.404742659923,262.39263916015625
36.2064,-1340.98,1126000,111000,486.309,120.49069202200008,2.94576,11.882640886000445,13330.875701825105,244.825,-270.41,8.69508908644,196.748,-7.1168,8.5123,218.632,263.4900207519531,-51.3406,0.205748,-1519.43,0.526557,2.95798,-1.48095,110,2.30443,-246.375,0.011905,0.512201,4.82889,-47.7678,3.459080033000646,0.886220052947,-0.769657,-2.98994,105.14897110299898,4.31171,1.74007,-0.257928,0,1.9453506415,263.4900207519531
16.8296,-1511.05,1136000,112000,40.0818,120.38376109300043,2.85631,11.886023114000636,13451.291395386108,237.853,-263.543,9.91574991717,200.773,-6.61984,7.5269,226.64,276.87432861328125,-44.1219,0.229691,-1699.35,0.506834,3.17951,-1.61153,111,2.28247,-236.17,0.00626642,0.367405,2.96135,-45.2461,3.4505692160000763,0.829903806334,-0.77627,-3.05927,105.04716876299972,2.5884,1.74409,-0.289433,0,0.297608853175,276.87432861328125
44.847,-965.79,1146000,113000,51.1815,120.36562960499941,2.69929,11.937286696000228,13571.654255000107,186.567,-207.301,12.3384013147,148.694,-6.95901,7.83218,167.481,287.468994140625,-39.7665,0.249618,-1106.37,0.563583,3.0285,-1.55008,112,2.22152,-188.347,0.00675005,0.688054,3.91431,-38.9551,3.48321038100039,0.906434611085,-0.788432,-2.87362,104.9451325279988,1.88381,1.59398,-0.265799,0,0.0,287.468994140625
31.1109,-1326.53,1156000,114000,58.7865,120.39867734200016,2.69336,11.944586178000463,13692.053064726111,246.812,-272.096,12.2613819353,216.575,-7.28851,7.79498,242.622,286.8205871582031,-41.8869,0.233095,-1483.12,0.460517,2.96627,-1.51116,113,2.2484,-247.788,0.00783499,0.470562,0.568387,-38.0659,3.481220408999434,0.300159545385,-0.780675,-2.95328,104.97287075500026,0.360604,1.68148,-0.277309,0,1.50158102245,286.8205871582031
36.6956,-1032.49,1166000,115000,84.4142,120.34102123900811,2.67871,11.947044624008413,13812.394286192117,199.536,-221.27,11.8744753159,152.469,-7.09025,7.71744,175.09,244.1886749267578,-47.7442,0.236663,-1175.91,1.64913,2.96161,-1.52096,114,2.2049,-196.728,0.0228378,0.468107,3.12257,-48.7485,3.4820998670002155,1.26861103296,-0.788302,-2.91675,104.91187674799949,2.37125,1.66414,-0.262463,0,1.16938411914,244.1886749267578
65.5769,-1733.39,1176000,116000,123.611,120.32008969800154,3.05844,11.938091278001593,13932.708859012117,304.876,-337.604,10.9771400426,234.807,-6.41741,7.63614,261.777,245.96774291992188,-43.0437,0.201958,-1783.55,0.832702,2.88033,-1.48482,115,2.16016,-302.911,0.00838221,0.731362,3.3684,-43.6899,3.483109421998961,1.12163738501,-0.734039,-3.03187,104.89888899800098,3.43203,1.68898,-0.160495,0,0.254028861712,245.96774291992188
64.6683,-1107.06,1186000,117000,112.732,120.35902528300176,2.68699,11.937319199003468,14053.070243461118,204.716,-229.719,10.5360282864,172.372,-7.96822,7.72117,195.208,218.82867431640625,-40.7194,0.229016,-1229.06,0.559235,2.89194,-1.49496,116,2.19538,-199.963,0.0114008,0.52536,2.02804,-42.8421,3.478352455998902,1.75020908004,-0.775254,-2.93878,104.94335362799939,1.64031,1.66194,-0.256797,0,1.01732473118,218.82867431640625
29.7915,-1309.13,1196000,118000,69.3518,120.39687096599664,2.91664,11.94957528499799,14173.466961952114,253.616,-282.787,9.44673909724,206.53,-8.29817,7.82856,227.667,245.02865600585938,-39.8771,0.208477,-1426.75,0.472827,2.88612,-1.47392,117,2.21475,-255.003,0.00865171,0.846123,2.38665,-40.1997,3.481476148999718,0.606593840492,-0.744956,-2.89039,104.96581953199893,1.53175,1.60135,-0.346941,0,0.310846795748,245.02865600585938
18.7312,-1507.13,1206000,119000,48.8146,120.3713378700013,2.9069,11.939948074003041,14293.832968091112,278.691,-307.635,11.3263082237,219.669,-9.73429,7.84143,244.883,224.00411987304688,-40.1565,0.214668,-1550.8,0.56029,2.97969,-1.50604,118,2.13443,-276.772,0.00683691,0.482894,2.42869,-41.6283,3.482122265999351,0.543159448743,-0.743804,-2.91606,104.9492675299989,3.08881,1.75087,-0.272311,0,1.46903649865,224.00411987304688
97.715,-1771.03,1216000,120000,128.364,119.90939963800156,2.79206,11.94269467200138,14413.836589870116,258.992,-288.632,10.7283485501,233.383,-4.91682,7.93693,261.178,221.70263671875,-38.169,0.220268,-1911.56,0.538072,3.18949,-1.52224,119,2.2112,-259.482,0.0153172,0.363744,0.549116,-37.8332,3.4776050609998492,0.301204261138,-0.74849,-2.87619,104.48909990500033,0.375076,1.74816,-0.351825,0,1.52691016548,221.70263671875
39.5884,-1027.6,1226000,121000,42.3029,119.65947783100455,2.72191,12.299236249004025,14533.50207242112,206.979,-229.987,11.5558454613,160.191,-7.23184,7.63684,183.201,222.49072265625,-37.3909,0.221365,-1086.82,0.522211,3.00925,-1.49026,120,2.1773,-202.815,0.0107778,0.713635,1.5192,-38.8276,3.5726894670006004,0.80753353763,-0.762766,-2.78515,103.78755211499993,1.40867,1.61022,-0.363173,0,0.601473680092,222.49072265625
77.0008,-1056.21,1236000,122000,535.104,119.6329651669912,2.71214,12.299270714991508,14653.142949060115,223.727,-245.297,11.6075596189,197.025,-6.50443,7.45825,217.145,226.49598693847656,-35.4276,0.204766,-1128.63,0.421709,2.89763,-1.49169,121,2.26755,-222.917,0.0165078,0.647153,3.41109,-34.066,3.579466796998531,0.245609930872,-0.751177,-2.90536,103.75422765500116,2.74217,1.63174,-0.345777,0,0.603317196489,226.49598693847656
208.842,-1595.98,1246000,123000,657.843,119.74274414200045,2.8967,12.30800382200323,14772.88547514312,280.479,-311.685,11.3181851984,253.575,-7.58018,7.96176,276.009,223.0054931640625,-35.9334,0.208085,-1705.99,0.427869,2.97155,-1.48871,122,2.23829,-284.324,0.0158443,0.437167,1.79155,-39.0532,3.588240416996996,0.646745178748,-0.768543,-2.98354,103.84649990300022,4.13506,1.75332,-0.316566,0,0.584916955109,223.0054931640625
38.9888,-1332.19,1256000,124000,124.206,119.55464972200207,2.81053,12.274716164003621,14892.431405425123,250.732,-276.816,10.082040904,201.625,-5.83641,7.83142,225.872,247.44036865234375,-34.9393,0.216777,-1354.28,0.503556,2.91348,-1.51682,123,2.16654,-250.593,0.0135592,0.579931,3.02383,-36.4928,3.5888121419993695,0.0,-0.751922,-2.90379,103.69112141599908,4.08619,1.69305,-0.266939,0,0.30385317401,247.44036865234375
22.9264,-1416.67,1266000,125000,170.165,119.57249686198702,2.89816,12.29520098798821,15012.007968469108,255.182,-283.411,11.7862619138,212.916,-5.88845,7.77377,238.666,230.07110595703125,-38.9612,0.218303,-1608.95,1.53085,2.89326,-1.52626,124,2.17553,-255.965,0.0395629,0.636654,1.0871,-39.3386,3.5808862269987003,1.40623036679,-0.747738,-2.93196,103.69640964700011,0.618938,1.69849,-0.255138,0,0.562495122626,230.07110595703125
84.8775,-1593.45,1276000,126000,334.57,119.52744169699872,2.76081,12.336372769997979,15131.538511837105,278.53,-307.111,11.3807721604,239.596,-6.88866,8.03608,263.32,261.3742370605469,-37.0447,0.216715,-1784.86,0.596519,3.04482,-1.5243,125,2.19366,-281.12,0.0135655,0.515028,2.72624,-37.1064,3.585794242000702,0.375702993073,-0.759316,-2.88473,103.60527468500004,2.45855,1.69237,-0.281709,0,0.990656345122,261.3742370605469
37.3329,-1351.98,1286000,127000,58.6193,119.54640214200117,2.89663,12.278032677997544,15251.064082167104,225.793,-254.911,12.1353368515,192.762,-5.89146,7.49318,217.072,240.38751220703125,-38.4172,0.227544,-1491.75,0.519273,2.84856,-1.59343,126,2.16717,-228.835,0.0101558,0.440699,2.64514,-38.2326,3.589737858001172,2.19510710385,-0.764709,-2.90998,103.67863160600245,5.04647,1.74459,-0.303362,0,0.852289749364,240.38751220703125
10.3114,-1120.56,1296000,128000,31.0389,119.66220006998992,2.81255,12.315707077988918,15370.722825629095,210.725,-236.351,11.7028352481,184.904,-7.84108,7.77236,208.992,264.4284973144531,-40.4462,0.223523,-1216.38,0.647694,2.83712,-1.50149,127,2.20624,-210.878,0.0192271,0.382277,0.674547,-41.207,3.569738247002533,0.294513929138,-0.76758,-2.85358,103.77675474499847,0.522866,1.72691,-0.334295,0,0.295603483037,264.4284973144531
46.8237,-999.306,1306000,129000,52.0411,119.49869990799925,2.77439,12.294382137999492,15490.138954381102,189.783,-215.066,11.0643104394,167.727,-6.68404,7.43728,187.952,253.4503631591797,-41.2871,0.259851,-1054.79,0.766788,2.94981,-1.58814,128,2.19184,-194.048,0.0161706,0.666349,2.6549,-39.577,3.567109628998878,0.362375238584,-0.798112,-2.81042,103.63720814100088,5.37787,1.62021,-0.298028,0,1.44354078291,253.4503631591797
47.4166,-1090.07,1316000,130000,1919.32,120.47090729099,2.83357,11.963235066985362,15610.612233082094,222.802,-251.124,11.7027154629,210.503,-6.7591,7.65518,235.177,245.77862548828125,-39.9831,0.259575,-1172.67,0.705314,2.91075,-1.56981,129,2.19448,-224.23,0.0174013,0.781477,3.14995,-38.2376,3.4854573260017787,0.128965784738,-0.766235,-2.76761,105.02221489800286,4.27848,1.60428,-0.300236,0,0.0,245.77862548828125
81.5157,-1591.35,1326000,131000,1315.51,120.47503924000557,3.0952,11.97036231700622,15731.090122425103,312.981,-351.062,11.5048706138,246.151,-6.82899,7.82636,275.495,207.6664276123047,-39.7757,0.205842,-1784.12,0.659586,3.07495,-1.50478,130,2.17904,-312.327,0.0239014,0.209157,1.17896,-41.6914,3.488760233998619,0.635316993034,-0.745162,-3.01443,105.01591668900073,0.910208,1.85317,-0.271667,0,0.860463072702,207.6664276123047
14.8643,-1205.03,1336000,132000,32.9654,120.48914034799964,2.95641,11.979094362999604,15851.577065929108,256.262,-287.056,10.4189537233,236.309,-6.38026,7.59044,265.943,211.5846405029297,-36.0307,0.23941,-1282.05,0.60823,2.88875,-1.59311,131,2.17333,-254.991,0.0104217,0.371832,3.98339,-34.8695,3.4925932320002175,1.04478734138,-0.756414,-2.938,105.01745275299982,3.04379,1.77925,-0.291438,0,0.531283692339,211.5846405029297
4281.42,-1937.27,1346000,133000,7923.81,120.42434098499871,2.91351,11.963736787998641,15972.00243339111,296.74,-301.941,12.3174091494,358.695,-6.52179,10.2723,291.903,310.49102783203125,-37.5475,0.238944,-1543.85,5.3088,3.54032,-1.49196,132,2.2218,-304.418,0.137512,0.341267,5.08876,-38.2074,3.4912511369984713,0.9037800692,-0.765586,-3.20085,104.9693530600016,3.54341,1.7736,0.616449,0,1.14176223673,310.49102783203125
11.9043,-1268.29,1356000,134000,32.4314,120.4171206960018,2.91793,11.97612855799889,16092.417418311114,244.538,-273.23,11.0971720564,213.885,-6.42702,7.59437,239.357,229.26109313964844,-35.9304,0.245657,-1361.4,0.565272,2.87931,-1.58373,133,2.17747,-245.491,0.0230591,0.218133,1.4858,-36.2272,3.4932207240017306,0.0204794265458,-0.771864,-2.82587,104.94777141400118,1.57541,1.78861,-0.308851,0,1.46534132708,229.26109313964844
36.7645,-1683.07,1366000,135000,216.815,120.35410444998342,3.08054,11.965295407982921,16212.768215045096,295.504,-327.349,10.7392509873,239.327,-5.0735,7.8963,265.37,190.86497497558594,-38.382,0.202213,-1853.58,0.810355,3.02089,-1.57758,134,2.10664,-294.342,0.0267665,0.629375,4.40187,-37.2277,3.4922827539994614,0.240277456802,-0.725003,-2.9256,104.89652628800104,3.21864,1.75143,-0.273108,0,1.23414853846,190.86497497558594
16.901,-1570.23,1376000,136000,37.6713,120.02985765799895,2.72561,11.959580302998802,16332.797053266098,231.802,-258.546,11.7527572886,224.592,-8.02536,7.83903,251.945,210.21328735351562,-40.12,0.222581,-1617.22,0.546225,2.93787,-1.59435,135,2.26832,-231.684,0.0197875,-0.026366,2.31055,-39.8657,3.4896477549991687,1.81729147879,-0.768708,-2.90809,104.58062960000098,1.46124,1.75663,-0.30689,0,0.51219880681,210.21328735351562
42.4688,-1584.73,1386000,137000,591.972,120.03062968799713,2.91496,11.98803011599739,16452.827270941085,252.64,-284.777,11.0830998727,224.881,-6.89893,8.29579,251.606,191.05999755859375,-33.9617,0.235708,-1769.9,0.673395,2.90021,-1.63703,136,2.17571,-254.921,0.0446589,0.31595,0.719637,-36.1891,3.489636734000669,0.2643211079,-0.761308,-2.96851,104.55296283799908,0.966807,1.78288,-0.286258,0,1.31989476762,191.05999755859375
31.7898,-1257.37,1396000,138000,51.5031,120.04668381099327,2.96952,11.992014955994819,16572.873332505085,242.847,-272.065,11.9487887342,209.158,-6.29791,7.79458,237.368,203.8615264892578,-37.9288,0.229559,-1440.02,0.542836,3.21555,-1.52424,137,2.17924,-239.979,0.0278339,0.301396,3.51366,-39.8304,3.4901704829972005,1.54006375164,-0.750964,-2.89089,104.56449837200125,2.59897,1.79897,-0.260456,0,0.354621470433,203.8615264892578
83.3306,-1300.89,1406000,139000,495.941,118.99058091999541,2.76108,12.014985969995905,16691.989789457082,232.251,-259.855,11.8981730596,217.32,-5.61959,7.61506,239.716,193.70643615722656,-34.844,0.239771,-1466.78,1.28818,2.84185,-1.56037,138,2.15856,-234.112,0.0880625,0.243528,0.618867,-34.9103,3.490545092001412,0.968112770249,-0.772339,-2.92406,103.48504985799809,0.845471,1.74803,-0.318375,0,2.10138975312,193.70643615722656
16.9827,-1725.91,1416000,140000,30.4749,119.32911580900691,2.96022,12.336183084004006,16811.304744942092,272.884,-304.644,11.1661531807,249.655,-6.77005,8.16061,279.138,204.75767517089844,-35.1516,0.234328,-1860.48,0.659937,2.99752,-1.52538,139,2.23604,-272.48,0.0356129,0.582026,2.6066,-35.8976,3.6172779480002646,0.24873593698,-0.776267,-2.86982,103.37565477700264,2.42505,1.7266,-0.162108,0,0.987267734185,204.75767517089844
23.3385,-1814.61,1426000,141000,38.5471,119.53536863400223,2.9048,12.308454732003156,16930.83910124509,246.057,-276.489,12.6847028453,229.11,-6.51143,9.4465,258.049,196.03521728515625,-36.1212,0.2488,-1986.9,0.586683,3.37746,-1.58742,140,2.26982,-244.992,0.0223607,0.41309,3.60327,-39.0497,3.6040553550010372,0.30026447958,-0.773417,-3.08345,103.62285854699803,5.58509,1.76417,-0.241765,0,1.49971638839,196.03521728515625
66.1907,-1206.68,1436000,142000,75.9578,119.2202645090074,2.88697,12.325546568008576,17050.036668449102,238.493,-266.075,11.8337832692,214.289,-7.82185,7.80938,243.453,191.66567993164062,-36.2963,0.225183,-1264.3,0.552173,3.10075,-1.52606,141,2.215,-236.986,0.028487,0.271152,3.64052,-35.9437,3.6039720289991237,2.07301480922,-0.771925,-2.91296,103.2907459119997,5.5659,1.77561,-0.272194,0,0.322189897899,191.66567993164062
11.1633,-1523.21,1446000,143000,57.4681,119.20161196499612,2.91017,12.316350308996334,17169.241022555096,215.718,-241.177,11.3311963083,202.269,-6.05435,7.88335,230.02,197.90011596679688,-38.3785,0.244043,-1638.57,0.50314,2.97654,-1.52896,142,2.31309,-216.078,0.0326682,0.560497,0.606021,-35.6685,3.582158215001982,0.633674369229,-0.79815,-2.89796,103.3031034409978,1.12809,1.70917,-0.290791,0,1.80867160532,197.90011596679688
8.34269,-1096.4,1456000,144000,13.7438,118.73334022800555,2.70794,12.31763275200501,17287.9683883341,190.461,-213.973,11.8107241465,176.606,-5.62689,7.69119,200.057,192.87652587890625,-37.8812,0.262506,-1227.01,0.967944,2.92264,-1.51065,143,2.21608,-191.971,0.042657,0.715522,1.35638,-37.5955,3.585776831001567,1.11128835547,-0.797542,-2.85955,102.82993064499897,3.37962,1.59162,-0.252195,0,1.78576775557,192.87652587890625
50.0629,-1841.91,1466000,145000,104.698,120.56897232200936,2.67337,12.306242368013045,17408.44570844711,192.412,-215.384,11.0086752691,176.146,-6.34285,7.37841,197.639,185.70718383789062,-33.9319,0.239835,-1882.92,0.629752,3.00071,-1.45206,144,2.22039,-190.839,0.0372596,0.702754,1.89785,-34.8174,3.5807454899986624,1.44040125631,-0.772878,-2.99884,104.68198446399765,2.23589,1.60043,-0.318261,0,1.11599750587,185.70718383789062
8.08485,-1632.09,1476000,146000,31.4247,120.56236041499506,2.79557,12.008478000996547,17529.017073362105,217.727,-245.336,11.9256468855,208.423,-5.67378,7.94347,235.872,182.6287841796875,-37.278,0.239983,-1802.05,0.867787,3.01985,-1.47939,145,2.24086,-217.839,0.0423683,0.133197,1.3729,-36.7118,3.490028271000483,0.873689357032,-0.770313,-2.94243,105.06385414299803,1.28668,1.78007,-0.220537,0,0.937268825235,182.6287841796875
76.6192,-1655.37,1486000,147000,98.1841,120.45970020899404,2.86105,11.995183610997628,17649.465158366096,286.265,-319.881,11.4696356689,246.532,-5.43113,8.02346,273.175,203.85958862304688,-43.1924,0.220622,-1817.44,0.508941,2.86716,-1.55571,146,2.17232,-290.495,0.0406371,0.13963,2.33697,-41.3808,3.5000194189997273,1.20407040195,-0.743063,-2.86177,104.96449717899668,2.96484,1.81773,-0.260029,0,0.576094169256,203.85958862304688
220.601,-1426.43,1496000,148000,196.067,120.4479380089906,2.95551,11.981892565989256,17769.909095811097,286.968,-322.536,11.6955945233,254.468,-8.74311,7.77509,287.133,204.67694091796875,-35.9553,0.225058,-1602.12,0.474889,2.87696,-1.55258,147,2.18104,-286.519,0.0231208,0.119966,1.27853,-36.2805,3.4893254290000186,0.897152184276,-0.739622,-2.91068,104.97672001400133,2.36222,1.8338,-0.289729,0,0.527907668756,204.67694091796875
13.3167,-1745.78,1506000,149000,24.9237,120.43691728199701,2.90163,11.97729881399573,17890.353533277095,252.788,-282.871,12.027120453,241.082,-6.90533,7.7555,269.153,189.64144897460938,-39.2085,0.2364,-1829.8,0.485483,3.15844,-1.54564,148,2.1535,-254.622,0.0303887,0.266286,1.27815,-39.1426,3.486254463001387,1.50463828784,-0.767086,-2.93474,104.9733640049999,2.68713,1.78771,-0.248155,0,1.10855009326,189.64144897460938
22.0091,-1613.97,1516000,150000,49.434,120.4584603960102,2.67958,12.00717018200885,18010.805944884105,243.861,-271.036,12.0464181604,229.002,-7.05706,7.63408,255.472,187.27581787109375,-38.7252,0.253139,-1763.7,0.488584,2.91318,-1.54059,149,2.1589,-242.979,0.0228652,0.512304,1.70697,-38.4815,3.494781924000563,0.915306389264,-0.771457,-2.83755,104.95650829000078,1.94503,1.68739,-0.270156,0,0.316986610031,187.27581787109375
15.9916,-1333.07,1526000,151000,26.1978,120.55383874599647,2.72525,12.038433861998783,18131.360938858103,220.494,-245.049,12.7958580888,198.433,-9.31228,7.54296,223.264,185.50668334960938,-37.5755,0.23789,-1394.46,0.479553,2.87732,-1.53511,150,2.20554,-220.561,0.0234881,0.240383,1.65444,-36.7198,3.489709371999197,0.925417665943,-0.780067,-2.96095,105.02569551199849,1.83891,1.73934,-0.290809,0,2.33975412429,185.50668334960938
6.10137,-1444.6,1536000,152000,16.9853,120.60039967299963,2.75892,11.998259981999581,18251.95699812311,196.696,-222.548,12.1435959535,196.935,-8.54046,7.4989,224.067,163.00340270996094,-36.9178,0.280789,-1614.86,0.50673,2.88875,-1.59271,151,2.25613,-197.188,0.035981,0.48612,1.87821,-37.8102,3.491781016000459,0.996534008172,-0.816224,-2.84734,105.11035867499959,2.18716,1.69327,-0.359068,0,1.98302485232,163.00340270996094
56.955,-1354.75,1546000,153000,114.071,120.53053068401641,3.05637,11.96688923201873,18372.486987873122,277.39,-308.704,12.2853024473,249.277,-6.90683,7.49932,276.346,172.057373046875,-38.8794,0.243085,-1389.94,0.519654,2.81642,-1.57697,152,2.15063,-277.431,0.0429452,-0.186586,3.45516,-38.2103,3.488426651998452,1.7757708207,-0.758443,-3.00292,105.07521479999923,5.90092,1.8314,-0.333239,0,0.547336895476,172.057373046875
89.2523,-1255.45,1556000,154000,713.546,120.54897965999771,2.8375,11.97573531099988,18493.041357822123,237.434,-264.32,10.6672827517,228.502,-7.93905,8.75804,259.423,167.983642578125,-35.0583,0.260233,-1326.56,0.392508,2.97791,-1.50078,153,2.31298,-231.154,0.0509873,0.330219,4.7652,-35.452,3.488831336999283,0.755661380889,-0.798407,-2.9872,105.08441301199855,7.39614,1.75769,-0.352965,0,0.0,167.983642578125
4.70037,-1423.45,1566000,155000,15.3411,120.56213151100746,2.85438,11.993504963007581,18613.598292290124,204.831,-230.597,12.1440478042,187.447,-5.071,7.40928,213.467,168.41583251953125,-36.9861,0.272446,-1558.66,0.447341,2.89673,-1.58504,154,2.20329,-204.413,0.0456522,0.534855,0.961842,-35.477,3.495253375000175,1.75543755006,-0.803408,-2.90873,105.07337317299971,2.77974,1.68896,-0.336526,0,0.81928991229,168.41583251953125
42.472,-1063.97,1576000,156000,96.4815,120.5638120109943,2.85211,11.980724630993791,18734.158184757118,203.578,-229.405,12.5270441481,188.525,-6.1791,7.75344,215.863,182.0164031982422,-35.3965,0.275846,-1226.77,0.554733,2.95548,-1.53364,155,2.18642,-201.228,0.0502674,0.44533,4.30991,-35.0539,3.4910535580020223,0.574780343741,-0.806332,-2.90519,105.09203382199848,7.23751,1.7179,-0.324309,0,0.539481617811,182.0164031982422
22.4205,-1472.95,1586000,157000,54.4798,120.53090411300582,2.72889,11.986623722008517,18854.677700018125,204.042,-229.28,12.180489138,207.2,-8.59798,7.53539,232.479,157.2655792236328,-35.614,0.273764,-1662.59,0.554524,2.93661,-1.54404,156,2.22674,-205.596,0.0560333,0.593526,1.31363,-35.017,3.488095823999174,1.15534637301,-0.79802,-2.87321,105.05618456699813,3.37208,1.64899,-0.348819,0,2.58878758657,157.2655792236328
16.3518,-1147.34,1596000,158000,20.4555,120.4369579760023,2.64313,11.977392809003504,18975.127149237127,190.074,-212.858,12.0421801538,182.857,-6.18664,8.02491,205.083,149.4352264404297,-35.6235,0.295882,-1252.55,0.543695,2.80449,-1.5776,157,2.18965,-191.207,0.0519764,0.351751,3.16062,-35.0669,3.47769565300041,2.42001316456,-0.818583,-2.90834,104.98186951399839,4.95007,1.69307,-0.263921,0,1.34261867142,149.4352264404297
