Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.51309204,0.004289105,216.24803,216.24803,10936.456,140.34778,-350.1703,334.16788,167.74666,714.12164,6.243841,349.72647,171.58359,690.10846,0.8406782,3.5284324,2.1138139,9.6663265,-7.7429786,0.4712935,1.8203615,3.4672103,-3.3498592,-0.9207014,0.5898265,0.4170684,-3.2246115,0.8813847,0.5090336,10.166667,7.2,5.925,45000,466000,0,127.15258358418941,19.400117977522314,21.55902947112918,168.1117310328409,7886.758569192141,44
0.46856776,0.003531142,216.01147,216.01147,11778.166,280.15308,-348.22995,326.35907,164.82027,689.73413,28.879507,340.3686,166.88791,715.5165,32.108925,3.516463,2.2186203,10.501786,-6.9293146,0.6152796,1.8360579,3.3960047,-3.9832053,-0.80456585,0.52963185,0.55325156,-3.1306677,0.4672522,0.1873904,10.416667,4.8,5.375,46000,476000,0,118.81334932800382,9.16591608710587,10.478123840875924,138.45738925598562,8036.210632109083,45
0.5004666,0.0044315313,209.84581,209.84581,12315.324,301.31534,-341.80322,330.5072,177.56725,663.5152,11.906961,348.56946,181.8582,667.82837,8.620407,3.5568907,2.1898856,9.405046,-9.034685,0.35019577,1.8750378,3.4735594,-3.5350335,-0.87700343,0.5437162,0.4998092,-3.4379911,1.2911487,0.748312,8.816667,4.625,8.525,47000,486000,0,161.87098206300288,20.161700730212033,23.345236802473664,205.37791959568858,8241.215931190178,46
0.48662186,0.015819103,189.39554,189.39554,10287.578,144.58026,-316.53693,296.8498,169.89288,702.2787,11.693542,317.8996,177.29294,657.43066,15.321052,3.6101995,2.427354,11.35096,-5.174494,0.80009377,1.8616203,3.9734075,-3.5312304,-0.6950438,0.43943346,0.50012,-3.2298565,0.41558686,0.17711045,11.333332,11.65,7.5,48000,496000,0,162.38920873217285,19.788508142344654,22.244701345451176,204.42241821996868,8445.895938125439,47
0.88220596,0.027908847,200.80884,200.80884,12890.648,156.01205,-355.05325,332.07535,170.70508,677.6593,6.30394,349.3045,171.65907,660.31573,11.255753,3.457829,2.2366893,11.491398,-8.7545595,0.38144845,1.8879852,4.4994097,-3.7057707,-0.8236045,0.4870897,0.6529633,-3.232213,0.47520733,0.14719146,10.6,8.7,9.4,49000,506000,0,159.9347717007622,20.04652212932706,21.223949499428272,201.20524332951754,8646.337702358142,48
0.60968757,0.007200508,205.27121,205.27121,12860.095,131.64862,-349.85562,329.6938,160.10857,686.10583,34.67462,343.42133,158.08783,658.6505,43.13066,3.640811,2.1500823,9.58067,-6.607111,0.35212877,1.9177792,3.4860053,-3.6668499,-0.8359976,0.4773259,0.37236294,-3.1623795,0.6124791,0.54229176,9.566668,10.725,6.35,50000,516000,0,162.76977396011353,19.284216105006635,22.048743288964033,204.1027333540842,8851.396992719732,49
0.47947916,0.0043280954,201.55753,201.55753,11138.261,122.18806,-348.39856,329.4994,170.29788,717.36035,1.3983021,345.78387,172.1516,670.16833,7.206994,3.427807,2.3072078,11.679993,-6.694913,0.7611869,1.7859943,4.283299,-4.2516146,-0.7396276,0.48588124,0.7844395,-3.0128255,0.5465778,0.2745648,10.483334,8.125,10.0,51000,526000,0,161.5449511008337,20.241299357265234,22.209556785412133,203.99580724351108,9055.074908600189,50
0.4708907,0.012687768,191.2615,191.2615,11341.475,114.54945,-346.40887,329.23883,165.98758,664.0156,6.0982943,342.616,166.47774,637.54004,9.740192,3.3455362,2.211669,9.540334,-5.8329563,0.4484336,1.8601261,3.236299,-4.324643,-0.76192653,0.47730106,0.5486972,-2.9128826,0.3574195,0.12905744,11.416666,8.325,8.775,52000,536000,0,162.59030767995864,19.92290424834937,21.916500572115183,204.4297125004232,9259.507900540717,51
0.71245974,0.016131938,194.74452,194.74452,11008.184,88.319916,-331.20847,315.17435,167.88713,653.1857,13.706874,329.97952,168.7234,644.1295,12.537298,3.5271797,2.1745522,10.097729,-4.08895,0.7344287,1.8038881,4.095985,-3.555157,-0.76423395,0.52925843,0.77664196,-2.9537263,0.32907462,0.201237,10.616666,6.575,9.225,53000,546000,0,162.96985658816993,19.92735341563821,21.755464314483106,204.65267431829125,9464.211223160848,52
0.48837548,0.0055190143,206.05362,206.05362,9577.266,181.71878,-340.07263,318.75464,161.2321,691.58026,34.595547,332.1924,157.91528,665.64716,43.11518,3.5494583,2.170208,9.457443,-6.658489,0.34208596,1.9310699,3.2529597,-4.4107127,-0.7903441,0.48142985,0.5059303,-2.8906052,0.4762102,0.32744393,9.733333,7.4,8.65,54000,556000,0,161.98068261984736,19.978275039233267,21.961146014742553,203.92010367382318,9668.12794439122,53
0.4096722,0.009576395,205.09749,205.09749,14096.111,138.27222,-335.58804,320.45163,173.2908,657.50684,10.573823,331.00208,176.44237,650.2002,6.216218,3.259454,2.1659684,10.214958,-5.2493463,0.517123,1.7952842,3.524834,-3.3970602,-0.812753,0.5356479,0.4168796,-2.9130645,0.9509204,0.3229564,11.95,12.375,5.825,55000,566000,0,161.69787277001888,19.974583726376295,21.991293077357113,203.66374957375228,9870.976007049903,54
0.39070457,0.01017076,182.26591,182.26591,11951.844,95.55385,-346.87805,334.94263,181.01016,689.6076,-4.17778,343.91266,179.32396,677.4392,-8.616732,3.3808656,2.2476249,9.594447,-7.7214503,0.76435184,1.7623037,4.0259953,-3.3205194,-0.8134531,0.5319558,0.49627984,-2.870056,0.50819075,0.28368527,10.266666,13.075,9.95,56000,576000,0,161.9600688740611,19.159196546301246,21.12559480406344,202.2448602244258,10074.079481334426,55
