Q Predictions Min,KL Loss,Policy mu Std,Z variance train,Sample Time (s),Policy mu Min,AverageReturn_all_test_tasks,Number of train steps total,Policy log std Max,Log Pis Max,Q Predictions Mean,Z mean eval,Total Train Time (s),AverageTrainReturn_all_train_tasks,Epoch Time (s),Policy log std Std,QF Loss,Z mean train,Epoch,(Previous) Eval Time (s),Z variance eval,Q Predictions Std,Policy log std Min,Log Pis Mean,V Predictions Min,V Predictions Mean,Policy mu Max,Log Pis Std,Q Predictions Max,Train Time (s),Policy Loss,AverageReturn_all_train_tasks,VF Loss,KL Divergence,V Predictions Max,Policy log std Mean,Number of env steps total,Log Pis Min,V Predictions Std,Policy mu Mean,Number of rollouts total
-1658.56,197.79986572265625,1.53597,0.0188813,12.025854518997221,-2.82852,0.750423308064,106000,-0.233404,7.63539,-259.39,0.934415,12689.639748162992,11.9357805765,120.82495435899546,0.221461,35.4542,0.448421,105,3.4992086499987636,1.19427,207.586,-1.52037,2.8922,-1522.73,-226.695,2.85555,2.09995,-48.3553,105.29989118999947,229.111,1.38552919141,15.4774,197.79986572265625,-46.2108,-0.750702,1076000,-5.21829,181.445,0.966529,0
-1924.16,189.03335571289062,1.78789,0.018404,12.026653912997062,-2.96407,0.546193567512,107000,-0.26729,7.86119,-294.873,0.590829,12810.466210797988,12.6126475241,120.82826722999744,0.237787,164.522,0.499253,106,3.5013007750003453,0.376903,244.797,-1.53707,2.87362,-1755.87,-262.125,2.94483,2.14281,-45.9556,105.30031254200003,263.078,0.47857195663,40.9019,189.03335571289062,-46.1605,-0.764764,1086000,-5.83243,216.666,0.233919,0
-1442.24,193.25668334960938,1.7648,0.0252935,12.025230926999939,-2.87203,0.782581270495,108000,-0.167414,8.21346,-298.479,3.85523,12931.23509944199,12.5416379012,120.76822547400116,0.226838,756.263,0.52138,107,3.5002279130003444,2.16821,233.33,-1.61534,3.00907,-1320.04,-267.754,2.99572,2.17459,-45.1443,105.24276663400087,264.984,0.299439530632,44.1216,193.25668334960938,-45.2667,-0.757625,1096000,-6.23744,207.251,0.501903,0
-1315.58,201.48898315429688,1.81421,0.0156166,12.013625630001115,-2.86362,1.46189387591,109000,-0.178273,7.58567,-297.784,4.4553,13052.082211857993,12.7677696621,120.84103962200243,0.240595,167.87,0.768278,108,3.501632542000152,3.14161,241.963,-1.62335,2.96031,-1178.67,-265.94,2.91402,2.19719,-43.6273,105.32578145000116,263.987,1.35081800804,31.6063,201.48898315429688,-46.3556,-0.760446,1106000,-6.53755,215.878,0.187247,0
-1697.38,203.58016967773438,1.76897,0.00996266,12.100277552006446,-2.92649,1.69869934797,110000,-0.149251,7.47917,-271.484,3.58917,13172.893709948,12.7073446331,120.8162434180067,0.223247,14.4797,0.478474,109,3.5084011210001336,2.32783,236.779,-1.64167,2.9437,-1620.26,-239.653,2.98889,2.18443,-40.2838,105.20756474500013,239.615,0.152279077021,9.56941,203.58016967773438,-41.7488,-0.765803,1116000,-7.58951,211.179,0.43031,0
-1297.96,195.44984436035156,1.69437,0.0133709,12.082723561999956,-2.86832,0.739791595949,111000,-0.235258,7.94592,-248.206,4.59552,13293.573189585,11.7813795822,120.67798438499995,0.26136,234.474,0.721671,110,3.5044888360007462,2.9736,218.839,-1.66739,2.80828,-1207.91,-220.899,2.93387,2.14248,-36.5565,105.09077198699924,223.171,0.289178963891,70.9695,195.44984436035156,-36.3251,-0.78343,1126000,-6.77425,195.963,0.470283,0
-1446.64,258.52703857421875,1.76069,0.0112609,12.099506144999395,-2.82458,2.21991135378,112000,-0.314243,7.62987,-250.626,0.591105,13414.465581678995,12.1126565993,120.89886680599739,0.231561,29.1824,0.499864,111,3.506664861999525,0.542442,224.548,-1.57386,2.84502,-1324.27,-222.902,2.86899,2.1942,-33.6082,105.29269579899847,221.317,0.938240688553,18.2963,258.52703857421875,-36.57,-0.759912,1136000,-5.60173,199.411,0.338557,0
-1840.16,229.53013610839844,1.69346,0.0130466,12.086109346004378,-2.88579,1.70426315154,113000,-0.228986,7.64203,-234.584,4.03076,13534.787029192,12.9418652752,120.35729812700447,0.224841,40.6142,0.491292,112,3.501007764998576,2.74844,196.638,-1.56884,2.87746,-1650.99,-205.112,2.93653,2.09481,-37.0041,104.77018101600152,204.401,1.27274201748,26.2234,229.53013610839844,-36.5335,-0.74678,1146000,-6.0486,171.989,0.649345,0
-2002.92,216.77584838867188,1.76464,0.0187323,11.929158782995728,-2.98266,0.707301878179,114000,-0.262054,7.77607,-260.12,0.516568,13655.127503705993,12.936273923,120.34379063999586,0.241149,20.2253,0.600264,113,3.465939944000638,0.624369,231.375,-1.6397,3.00981,-1875.12,-230.916,3.02704,2.17264,-36.4823,104.9486919129995,228.129,0.81303472654,15.2569,216.77584838867188,-38.5075,-0.765549,1156000,-6.75787,204.09,0.480593,0
-1281.42,207.85865783691406,1.61982,0.0142348,11.978031608001402,-2.81353,0.577684970691,115000,-0.262161,8.08144,-232.414,0.560501,13775.278036501995,13.3517282615,120.1494117050006,0.296773,389.12,0.596156,114,3.4633522059993993,0.702853,211.806,-1.6406,2.76415,-1270.7,-209.014,3.008,2.14563,-35.9382,104.7080278909998,210.615,0.347818138037,60.2483,207.85865783691406,-36.5108,-0.81792,1166000,-5.6274,190.421,0.650031,0
-1420.47,215.27505493164062,1.68241,0.0346759,11.937252950005131,-2.82409,1.22419945482,116000,-0.26682,8.28783,-320.417,0.613446,13895.495146885998,12.7983320444,120.18702985100572,0.227067,444.573,0.887091,115,3.465256681000028,0.668752,255.412,-1.60419,2.80152,-1332.64,-300.753,3.6831,2.12462,-35.74,104.78452022000056,295.304,0.683082851165,257.441,215.27505493164062,-35.8681,-0.746315,1176000,-5.55379,245.812,0.584128,0
-1450.17,219.52305603027344,1.69608,0.0134373,11.947437461998561,-2.8711,0.596691579468,117000,-0.0902146,7.73968,-260.0,1.9222,14015.698619031997,12.5475611395,120.23889924499781,0.232304,138.837,0.624992,116,3.4961067690001073,2.15905,211.899,-1.58008,2.84539,-1339.13,-232.135,3.16216,2.13503,-38.5127,104.79535501399914,231.543,1.71966308297,17.7786,219.52305603027344,-36.6475,-0.750655,1186000,-6.92937,189.944,0.570191,0
-1638.22,225.90525817871094,1.59569,0.0169048,11.921344444999704,-2.8275,0.344414248132,118000,-0.231057,7.92472,-244.953,4.02572,14136.016081774993,12.4735199235,120.29067664899958,0.245472,406.038,0.628596,117,3.461502236999877,4.85833,202.613,-1.61713,2.82474,-1469.92,-217.174,2.90218,2.14191,-44.2843,104.907829967,217.82,1.6126918274,52.7513,225.90525817871094,-44.8147,-0.775464,1196000,-6.91789,177.473,0.782923,0
-1593.21,206.89804077148438,1.73172,0.017854,11.950647528001355,-2.88226,0.8866840259,119000,-0.298983,7.72436,-261.025,2.6762,14256.427498727993,12.201311326,120.40993311000238,0.227612,23.6629,0.568055,118,3.4891394010010117,1.5228,228.562,-1.61481,2.90156,-1451.83,-228.63,2.89282,2.12506,-38.7101,104.97014618100002,230.524,1.53053734827,12.0519,206.89804077148438,-38.8276,-0.754046,1206000,-6.01104,201.546,0.573601,0
-1458.68,191.51036071777344,1.7097,0.0198738,11.955307031998018,-2.8894,0.701293276395,120000,-0.314725,7.7991,-238.221,1.50553,14376.791938024991,12.6388907206,120.36878276399875,0.264394,24.2033,0.548501,119,3.4914248709992535,1.42719,225.614,-1.60531,2.74851,-1301.66,-212.895,2.92218,2.19465,-37.9467,104.92205086100148,211.405,0.247541278472,14.413,191.51036071777344,-39.5084,-0.787303,1216000,-5.36753,199.244,0.45845,0
-1852.51,193.31466674804688,1.57114,0.0272087,12.034934192000946,-2.84688,1.0906868925,121000,-0.355428,7.82274,-218.506,2.38797,14495.806998769995,12.3750375845,119.03849268200065,0.275355,20.8614,0.754999,120,3.488024382999356,1.85161,192.746,-1.65567,2.6975,-1674.06,-193.261,2.95605,2.11279,-39.7089,103.51553410700035,193.348,0.293230386634,6.36005,193.31466674804688,-40.1838,-0.786813,1226000,-5.18682,169.861,0.767047,0
-1393.67,194.9351348876953,1.69625,0.0213812,12.01557725600287,-2.88036,0.541957691627,122000,-0.32577,7.67342,-236.951,2.7238,14614.638456454995,12.6445419939,118.84423444800268,0.249767,21.6829,0.576913,121,3.465378912000233,5.75673,223.649,-1.63658,2.78325,-1253.64,-209.725,2.96473,2.18971,-37.1036,103.36327827999958,209.939,1.51548310046,5.95203,194.9351348876953,-38.4441,-0.78618,1236000,-7.57102,197.251,0.50668,0
-1672.35,178.75396728515625,1.74564,0.0294803,11.987766030000785,-2.89967,0.829219636998,123000,-0.368249,7.8298,-272.999,2.59186,14733.501751130003,12.9060215205,118.85427350100326,0.234774,31.7885,0.602807,122,3.4532785460014566,4.35299,245.683,-1.63102,2.93583,-1432.43,-243.254,2.87815,2.23464,-35.9071,103.41322892500102,239.824,1.71009605579,37.0608,178.75396728515625,-38.5626,-0.758549,1246000,-9.68218,218.118,0.521848,0
-1409.32,170.87557983398438,1.66892,0.0248685,11.965698091997183,-2.87274,1.60965031411,124000,-0.346444,7.90172,-224.963,2.23991,14852.351125998004,12.2645479445,118.85685044499769,0.266084,19.8563,0.474975,123,3.4630904180012294,3.49132,216.196,-1.6778,2.77957,-1275.94,-197.924,2.88749,2.20902,-31.0958,103.42806193499928,199.785,0.571217134302,11.6811,170.87557983398438,-31.6647,-0.810404,1256000,-5.59076,188.961,0.544836,0
-1548.41,162.9720916748047,1.62744,0.0288314,11.989588258002186,-2.87114,0.827242937961,125000,-0.352346,7.53164,-228.792,3.12863,14971.125248423003,12.9531116768,118.77190163100386,0.247772,22.7038,0.602891,124,3.456460422999953,8.8743,210.845,-1.66113,2.78521,-1450.01,-202.857,2.90808,2.14711,-39.0489,103.32585295000172,201.844,0.0,6.87629,162.9720916748047,-39.4569,-0.767234,1266000,-6.5949,187.075,0.718279,0
-1882.36,148.4718017578125,1.64656,0.0351649,11.992642902001535,-2.86167,0.862888258191,126000,-0.343401,7.86445,-241.967,2.13698,15089.875680704012,12.9369387351,118.7475391620028,0.233241,27.185,0.542051,125,3.4595362580002984,7.96339,223.035,-1.59703,2.85465,-1685.64,-212.346,2.9139,2.23585,-38.4425,103.29536000200096,213.15,1.81965354557,6.53872,148.4718017578125,-39.1525,-0.767093,1276000,-6.49439,196.7,0.708597,0
-1482.28,155.2376708984375,1.78789,0.0389381,11.995695870991767,-2.88808,0.64661446298,127000,-0.365505,7.67824,-261.845,1.57292,15208.621983486002,12.5073011086,118.7528256069927,0.25409,675.74,0.508199,126,3.463243219001015,5.34357,234.985,-1.66802,2.92779,-1378.67,-230.132,2.91031,2.17073,-37.8497,103.29388651699992,229.041,0.0842914988451,14.0243,155.2376708984375,-38.7494,-0.776233,1286000,-6.73889,206.909,0.302457,0
-1904.5,157.91696166992188,1.7132,0.0372494,11.979113817993493,-2.81588,0.63177929141,128000,-0.298494,7.60843,-252.363,2.01463,15327.308080730993,12.4860038013,118.68734884399237,0.263879,399.357,0.572904,127,3.457540086001245,7.83318,237.198,-1.61486,2.74407,-1727.04,-224.248,2.98594,2.188,-34.4192,103.25069493999763,225.239,1.26505028125,27.5396,157.91696166992188,-35.3547,-0.789794,1296000,-7.89428,210.942,0.369242,0
-1797.93,159.32379150390625,1.6386,0.0403095,11.989192825003556,-2.84243,1.27022522794,129000,-0.371748,7.4805,-225.653,1.80863,15446.196947422999,12.1633389839,118.89224359700529,0.276512,14.6976,0.533488,128,3.4570908269997744,6.78533,198.614,-1.67403,2.84823,-1625.4,-198.699,2.96248,2.16473,-37.0608,103.44595994500196,197.92,0.817703640194,5.39421,159.32379150390625,-37.2491,-0.802364,1306000,-6.71489,173.899,0.69152,0
-1582.5,157.0521240234375,1.58922,0.05132,11.976034380004421,-2.8735,1.42970177042,130000,-0.287189,7.58105,-219.922,0.577269,15565.654302709001,12.9232389339,119.42172802400819,0.266935,18.3097,0.525762,129,3.4545637290029845,1.61071,188.485,-1.66522,2.86233,-1466.25,-194.178,2.84993,2.16408,-36.0498,103.99112991500078,195.37,0.278729300804,13.233,157.0521240234375,-37.6744,-0.780761,1316000,-6.77359,165.863,0.821564,0
-1449.98,177.9521484375,1.72684,0.0417753,12.039150299995526,-2.88277,0.301017622439,131000,-0.31312,7.88959,-261.096,2.2372,15686.147164496997,12.4899533068,120.4793816359961,0.269929,36.5343,0.675038,130,3.491093347998685,5.43368,235.83,-1.70641,2.76054,-1286.05,-231.338,2.85923,2.16489,-35.4385,104.9491379880019,231.765,1.13082636485,21.529,177.9521484375,-37.1254,-0.797884,1326000,-6.98438,207.211,0.348787,0
-1620.69,152.455810546875,1.72273,0.0400798,12.014367311003298,-2.86264,0.874129450931,132000,-0.285109,7.67991,-257.895,0.582394,15806.625343822994,12.496074566,120.485810356,0.254347,26.238,0.582759,131,3.5054141889995662,1.93462,255.919,-1.6788,2.85892,-1449.49,-229.999,2.9833,2.25558,-32.1494,104.96602885599714,230.145,1.22424141154,7.89355,152.455810546875,-32.8533,-0.790292,1336000,-6.62851,228.12,0.515084,0
-1387.27,143.04458618164062,1.75812,0.0477819,11.999318723988836,-2.89294,0.601436042145,133000,-0.332686,7.90072,-240.543,2.18112,15927.167824473981,12.6545597758,120.54874751298848,0.276895,15.9024,0.494358,132,3.4986807059976854,5.83243,233.785,-1.68751,2.7779,-1321.63,-211.122,2.89466,2.15104,-33.7532,105.05074808300196,212.73,1.23370640826,12.1023,143.04458618164062,-34.7071,-0.794615,1346000,-5.99834,206.315,0.153079,0
-1533.1,144.1099853515625,1.80648,0.0545274,12.035102284011373,-2.90003,2.6429502598,134000,-0.252744,7.91969,-262.917,1.34363,16047.641737593996,12.4031742746,120.47313571501218,0.263532,21.7996,0.451315,133,3.4933136590007052,6.9761,254.575,-1.73918,3.03293,-1418.79,-231.52,2.86103,2.1609,-31.5707,104.9447197720001,231.154,2.05446336094,6.6912,144.1099853515625,-33.4204,-0.77615,1356000,-4.77014,224.369,0.312438,0
-1488.4,187.14491271972656,1.66202,0.0511357,11.993822513999476,-2.90779,1.27503582681,135000,-0.132885,8.40533,-251.485,0.463257,16168.078443452003,11.7518095252,120.43547204700008,0.268022,321.642,0.772166,134,3.4949660710008175,2.0483,227.914,-1.73326,2.87635,-1428.47,-224.282,2.94274,2.13271,-34.9588,104.94668346199978,222.671,1.94798114664,26.455,187.14491271972656,-37.4397,-0.772398,1366000,-6.46549,203.418,0.675868,0
-1549.13,228.9335174560547,1.79356,0.056164,12.019527167998604,-3.04282,0.310792737465,136000,-0.201383,7.45716,-264.084,1.68512,16288.338872325,12.7337773842,120.29156290099854,0.269558,15.7379,0.684416,135,3.497055944000749,10.6061,250.595,-1.55059,2.84241,-1410.9,-234.254,2.82554,2.31508,-34.6162,104.77497978899919,232.857,1.54857155229,13.518,228.9335174560547,-35.2657,-0.788531,1376000,-7.97012,220.31,0.0138616,0
-1282.01,184.6592559814453,1.60437,0.0747665,11.991193723999459,-2.87675,0.868416358521,137000,-0.291227,7.90478,-216.746,2.18677,16408.105898326998,12.5103486444,119.76982397299798,0.247368,49.1473,0.55074,136,3.4668562970000494,12.1998,218.534,-1.75978,2.54868,-1168.53,-195.622,2.85603,2.23854,-34.888,104.31177395199848,192.574,0.577220031228,24.6792,184.6592559814453,-35.6971,-0.785875,1386000,-4.94503,192.928,0.5951,0
-2162.85,165.35679626464844,1.73737,0.0622035,11.986468810999213,-2.89728,0.593096129748,138000,-0.364839,7.86593,-257.398,1.60726,16528.056244648997,12.3477767365,119.94513574300436,0.250756,21.9183,0.443308,137,3.464943006001704,3.78739,262.154,-1.75901,2.71666,-1987.41,-227.747,2.91086,2.25041,-34.1265,104.49372392600344,228.014,0.893798179564,13.3336,165.35679626464844,-34.4482,-0.784697,1396000,-9.7533,232.553,0.306815,0
-1314.85,161.39071655273438,1.76847,0.0653153,11.951932040999964,-2.91899,1.74176537273,139000,-0.411744,8.18776,-273.459,1.41492,16647.461400997003,12.5189438135,119.44948394400126,0.262043,679.543,0.432908,138,3.471086092002224,7.88006,254.103,-1.68952,2.85291,-1205.18,-243.438,2.81318,2.18983,-36.7449,104.02646581099907,241.046,0.566784226438,37.7182,161.39071655273438,-37.5119,-0.790309,1406000,-7.5199,226.606,0.229176,0
-1487.94,177.21266174316406,1.73185,0.0576244,11.953388137004367,-2.86672,1.18517190045,140000,-0.343617,7.79593,-252.327,2.0266,16765.478008692997,12.5884124359,117.99190409800212,0.267374,25.8754,0.456291,139,3.4276729079974757,12.6419,235.291,-1.67417,2.92795,-1340.56,-219.725,2.94638,2.24757,-37.556,102.61084305300028,221.038,2.08798920351,7.51723,177.21266174316406,-35.5875,-0.789813,1416000,-7.07273,205.296,0.531237,0
-1688.41,139.90797424316406,1.73005,0.186935,11.9361821579987,-2.90753,1.3576087689,141000,-0.260774,7.70902,-238.474,1.72141,16883.984609326006,12.9486634428,118.5110129019995,0.254709,18.0884,0.935731,140,3.4532534680001845,10.6402,225.538,-1.72581,2.96461,-1535.9,-210.516,2.94963,2.23151,-35.1934,103.12157727600061,209.179,0.838483487212,10.5197,139.90797424316406,-36.5557,-0.776347,1426000,-5.68825,197.979,0.53547,0
-1348.94,132.5025634765625,1.77663,0.113733,11.922342903999379,-2.88799,0.388848966228,142000,-0.340506,8.23287,-268.192,1.51525,17002.397383808002,12.7254907982,118.41208012499555,0.257792,27.7855,0.571514,141,3.449701150999317,5.92713,268.444,-1.76702,2.84293,-1293.49,-237.121,2.85324,2.26073,-34.9146,103.04003606999686,235.897,0.869486758828,9.42814,132.5025634765625,-38.3474,-0.768124,1436000,-8.81878,237.258,0.257121,0
-1414.15,145.61520385742188,1.6562,0.0910788,11.962492981008836,-2.84938,0.943631648964,143000,-0.173561,7.73281,-231.238,1.87582,17120.66971294902,12.7104781598,118.27454938901064,0.259174,20.0566,0.443564,142,3.451364762000594,11.9142,220.958,-1.68516,2.83316,-1372.65,-203.083,2.88994,2.24984,-37.5497,102.86069164600121,203.621,0.433152723901,4.83753,145.61520385742188,-38.724,-0.785698,1446000,-7.21582,193.467,0.661984,0
-1433.14,141.10906982421875,1.59234,0.100579,11.929816675001348,-2.88216,0.863365577616,144000,-0.430542,7.92783,-211.92,1.33445,17238.610578209024,12.6929777943,117.94281030900311,0.292963,21.6852,0.450013,143,3.4500556790007977,5.33727,195.481,-1.77784,2.76534,-1261.73,-186.539,2.90353,2.22801,-35.8831,102.56293795500096,186.594,1.43211924714,7.76398,141.10906982421875,-37.3883,-0.816665,1456000,-6.83852,170.094,0.728034,0
-1361.45,137.4979705810547,1.553,0.124333,11.9340781800056,-2.86523,1.07146638108,145000,-0.397614,7.5687,-198.197,1.52998,17356.989406007033,12.4452549706,118.34587123200617,0.291336,11.7773,0.521944,144,3.4489693700015778,7.0313,179.739,-1.73499,2.74885,-1293.0,-175.636,2.88642,2.15566,-36.3526,102.962823681999,174.818,1.86689067397,5.54627,137.4979705810547,-38.448,-0.807451,1466000,-8.11696,156.952,0.787118,0
-1343.31,130.65155029296875,1.72907,0.109865,11.97927349100064,-3.02239,1.70808067755,146000,-0.242122,8.19306,-231.938,4.13267,17477.419578634024,12.8120638182,120.43523571200058,0.28195,38.5891,0.48604,145,3.482946764001099,11.3713,221.212,-1.7604,2.68986,-1226.44,-206.912,2.76175,2.12675,-33.4041,104.97301545699884,205.47,1.36895179694,27.4263,130.65155029296875,-34.8627,-0.801656,1476000,-7.58391,196.293,0.144538,0
-1571.64,132.6388702392578,1.7663,0.111795,12.012174265004433,-2.88263,1.38139952846,147000,-0.283464,7.70678,-262.552,2.35183,17597.86416339303,12.7320794466,120.42817826900136,0.251755,22.9917,0.423719,146,3.4788552559984964,18.4003,247.713,-1.6463,2.7984,-1387.34,-232.745,2.89614,2.21393,-33.6896,104.93714874799844,232.038,0.899297348269,13.6753,132.6388702392578,-33.6434,-0.779653,1486000,-6.58369,218.5,0.200331,0
-1592.75,131.5596923828125,1.79349,0.0886651,12.015869120998104,-2.90085,0.448050246223,148000,-0.144599,7.7686,-279.141,2.39611,17718.318056653025,12.7838104802,120.45964268099488,0.257967,17.0766,0.470397,147,3.4962209869991057,16.3479,261.968,-1.69838,2.89172,-1415.05,-247.813,2.94385,2.16721,-34.4242,104.94755257299767,246.625,1.45053374634,7.26226,131.5596923828125,-36.3898,-0.774247,1496000,-5.85245,233.157,0.230419,0
-1480.24,135.17367553710938,1.80653,0.119774,12.003435562008235,-2.86291,1.04251326322,149000,-0.315424,7.74875,-296.01,3.57812,17838.754309028034,12.9989775667,120.43747180700666,0.254462,18.7081,0.455645,148,3.491377354999713,15.1414,265.584,-1.67972,3.0199,-1366.47,-261.982,2.92862,2.21243,-35.8408,104.94265888999871,260.853,1.18083562696,15.2227,135.17367553710938,-37.5078,-0.761215,1506000,-6.02272,237.21,0.395588,0
-1900.57,146.45004272460938,1.65872,0.0891613,12.009564235002472,-2.82031,2.08982112841,150000,-0.365333,7.79196,-244.638,3.68484,17959.210830518034,12.6330474164,120.45426283399865,0.278828,13.202,0.458147,149,3.4911566759983543,22.824,240.735,-1.68784,2.71869,-1794.72,-218.505,3.06467,2.15918,-35.5166,104.95354192299783,217.108,0.874563676444,8.03773,146.45004272460938,-36.1696,-0.796042,1516000,-6.37313,212.951,0.585994,0
-2060.45,129.29779052734375,1.72144,0.0946224,12.014408503007871,-2.87169,0.354079987781,151000,-0.290451,7.59072,-226.918,5.64769,18079.672614037034,12.782429783,120.46316395600661,0.30841,14.9223,0.484334,150,3.4944029959988256,20.3033,228.696,-1.69762,2.67816,-1892.72,-201.807,2.92624,2.22061,-34.3076,104.95435245699991,202.951,0.0,6.59533,129.29779052734375,-35.708,-0.825157,1526000,-6.6583,201.558,0.189711,0
-2024.97,132.76405334472656,1.68366,0.138558,11.998614576001273,-2.85532,0.893251323651,152000,-0.322715,7.90991,-234.342,6.19517,18200.12634529304,12.1829420641,120.47266478299935,0.2765,13.9945,0.428666,151,3.493950870997651,21.9937,231.147,-1.68052,2.79947,-1839.61,-205.857,2.97785,2.29224,-33.9719,104.98009933600042,205.945,1.02212391937,4.49559,132.76405334472656,-34.6801,-0.813384,1536000,-5.66463,201.741,0.53299,0
-1448.85,121.41610717773438,1.74305,0.143127,12.015888618996541,-3.0174,1.4771438118,153000,-0.316086,7.97005,-240.746,1.01786,18320.676200548038,12.808566577,120.53527590099839,0.292344,19.9245,0.469896,152,3.4759681260002253,7.20675,247.013,-1.66187,2.70568,-1358.4,-212.302,2.87356,2.18565,-33.341,105.04341915600162,213.648,0.821556391521,8.07938,121.41610717773438,-33.794,-0.823747,1546000,-6.7508,217.019,-0.0178451,0
-1541.91,113.8720932006836,1.75964,0.17282,12.003679595010908,-2.88075,0.90777879094,154000,-0.260317,8.00101,-278.548,4.63303,18441.132245840046,12.1328491707,120.45449279101013,0.263781,472.203,0.533056,153,3.4915260630004923,21.846,280.041,-1.58703,2.78134,-1422.6,-250.809,2.91982,2.29744,-33.9906,104.95928713299872,250.834,0.944508386156,43.469,113.8720932006836,-34.6252,-0.794005,1556000,-8.5196,253.861,0.223034,0
-1492.89,128.4182891845703,1.67902,0.16949,12.02043785099886,-2.82594,1.23186202442,155000,-0.365559,8.0181,-216.043,5.45388,18561.730126914048,12.7379770478,120.60104334700372,0.281805,52.0513,0.597304,154,3.4940580720030994,23.9369,208.2,-1.67902,2.80041,-1294.61,-197.611,2.87065,2.25423,-33.9431,105.08654742400176,193.185,1.30574107363,42.8364,128.4182891845703,-37.0632,-0.811284,1566000,-8.44559,184.78,0.562643,0
-1363.45,128.77587890625,1.68417,0.165232,12.011214338999707,-2.88005,0.224140427407,156000,-0.313673,7.75762,-235.141,5.8743,18682.278549526047,12.8142581312,120.5455877960012,0.284533,11.7016,0.486803,155,3.491921248001745,26.6613,235.78,-1.63591,2.72171,-1229.39,-206.913,2.88274,2.28425,-35.2891,105.04245220899975,207.779,0.308625392602,4.62423,128.77587890625,-36.8906,-0.811782,1576000,-7.72225,207.534,0.471737,0
-1771.48,124.06819152832031,1.68659,0.153197,12.026855770011025,-2.82152,1.22900381457,157000,-0.312543,8.12301,-255.821,3.95728,18802.825140269055,12.3182136651,120.55011013901094,0.271459,169.33,0.473858,156,3.495754386000044,18.6422,239.476,-1.65963,2.79204,-1593.34,-228.917,2.82673,2.16845,-36.7601,105.02749998299987,227.555,0.806150809989,130.953,124.06819152832031,-38.0572,-0.793321,1586000,-5.85947,215.353,0.515986,0
-1324.79,120.07386779785156,1.74704,0.169919,12.01085271201373,-2.86146,1.70594105579,158000,-0.325517,7.89799,-244.049,3.18504,18923.394389648074,12.5123409011,120.56939024201347,0.274285,16.5052,0.523806,157,3.493162189999566,19.2528,234.39,-1.63716,2.90279,-1291.95,-215.987,2.83798,2.14109,-35.8468,105.06537534000017,215.597,1.16931783813,6.2657,120.07386779785156,-38.1737,-0.79157,1596000,-13.0551,207.633,0.407598,0
-1619.9,119.15593719482422,1.64245,0.159125,12.013453416995617,-2.88444,2.06059054622,159000,-0.310283,7.88576,-226.846,5.40032,19043.949191892065,13.0216757515,120.54348578599456,0.292658,14.199,0.452732,158,3.4940651149991027,31.0014,220.595,-1.66428,2.68792,-1491.98,-202.222,2.89486,2.22491,-34.5055,105.03596725399984,201.154,0.289007122646,5.30149,119.15593719482422,-35.6918,-0.819893,1606000,-6.68765,194.536,0.580813,0
